"Year";"Quarter";"Month";"DayofMonth";"DayOfWeek";"FlightDate";"Marketing_Airline_Network";"Operated_or_Branded_Code_Share_Partners";"DOT_ID_Marketing_Airline";"IATA_Code_Marketing_Airline";"Flight_Number_Marketing_Airline";"Originally_Scheduled_Code_Share_Airline";"DOT_ID_Originally_Scheduled_Code_Share_Airline";"IATA_Code_Originally_Scheduled_Code_Share_Airline";"Flight_Num_Originally_Scheduled_Code_Share_Airline";"Operating_Airline ";"DOT_ID_Operating_Airline";"IATA_Code_Operating_Airline";"Tail_Number";"Flight_Number_Operating_Airline";"OriginAirportID";"OriginAirportSeqID";"OriginCityMarketID";"Origin";"OriginCityName";"OriginState";"OriginStateFips";"OriginStateName";"OriginWac";"DestAirportID";"DestAirportSeqID";"DestCityMarketID";"Dest";"DestCityName";"DestState";"DestStateFips";"DestStateName";"DestWac";"CRSDepTime";"DepTime";"DepDelay";"DepDelayMinutes";"DepDel15";"DepartureDelayGroups";"DepTimeBlk";"TaxiOut";"WheelsOff";"WheelsOn";"TaxiIn";"CRSArrTime";"ArrTime";"ArrDelay";"ArrDelayMinutes";"ArrDel15";"ArrivalDelayGroups";"ArrTimeBlk";"Cancelled";"CancellationCode";"Diverted";"CRSElapsedTime";"ActualElapsedTime";"AirTime";"Flights";"Distance";"DistanceGroup";"CarrierDelay";"WeatherDelay";"NASDelay";"SecurityDelay";"LateAircraftDelay";"FirstDepTime";"TotalAddGTime";"LongestAddGTime";"DivAirportLandings";"DivReachedDest";"DivActualElapsedTime";"DivArrDelay";"DivDistance";"Div1Airport";"Div1AirportID";"Div1AirportSeqID";"Div1WheelsOn";"Div1TotalGTime";"Div1LongestGTime";"Div1WheelsOff";"Div1TailNum";"Div2Airport";"Div2AirportID";"Div2AirportSeqID";"Div2WheelsOn";"Div2TotalGTime";"Div2LongestGTime";"Div2WheelsOff";"Div2TailNum";"Div3Airport";"Div3AirportID";"Div3AirportSeqID";"Div3WheelsOn";"Div3TotalGTime";"Div3LongestGTime";"Div3WheelsOff";"Div3TailNum";"Div4Airport";"Div4AirportID";"Div4AirportSeqID";"Div4WheelsOn";"Div4TotalGTime";"Div4LongestGTime";"Div4WheelsOff";"Div4TailNum";"Div5Airport";"Div5AirportID";"Div5AirportSeqID";"Div5WheelsOn";"Div5TotalGTime";"Div5LongestGTime";"Div5WheelsOff";"Div5TailNum";"Duplicate"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1596";"";"";"";"";"DL";"19790";"DL";"N107DU";"1596";"14869";"1486903";"34614";"SLC";"Salt Lake City, UT";"UT";"49";"Utah";"87";"11292";"1129202";"30325";"DEN";"Denver, CO";"CO";"08";"Colorado";"82";"2105";"2101";"-4.00";"0.00";"0.00";"-1";"2100-2159";"16.00";"2117";"2210";"24.00";"2238";"2234";"-4.00";"0.00";"0.00";"-1";"2200-2259";"0.00";"";"0.00";"93.00";"93.00";"53.00";"1.00";"391.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1597";"";"";"";"";"DL";"19790";"DL";"N364NW";"1597";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"12339";"1233904";"32337";"IND";"Indianapolis, IN";"IN";"18";"Indiana";"42";"2055";"2058";"3.00";"3.00";"0.00";"0";"2000-2059";"15.00";"2113";"2222";"8.00";"2223";"2230";"7.00";"7.00";"0.00";"0";"2200-2259";"0.00";"";"0.00";"88.00";"92.00";"69.00";"1.00";"432.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1598";"";"";"";"";"DL";"19790";"DL";"N345DN";"1598";"12953";"1295304";"31703";"LGA";"New York, NY";"NY";"36";"New York";"22";"11697";"1169706";"32467";"FLL";"Fort Lauderdale, FL";"FL";"12";"Florida";"33";"1359";"1530";"91.00";"91.00";"1.00";"6";"1300-1359";"17.00";"1547";"1850";"8.00";"1715";"1858";"103.00";"103.00";"1.00";"6";"1700-1759";"0.00";"";"0.00";"196.00";"208.00";"183.00";"1.00";"1076.00";"5";"91.00";"0.00";"12.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1599";"";"";"";"";"DL";"19790";"DL";"N830DN";"1599";"10529";"1052906";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0603";"0600";"-3.00";"0.00";"0.00";"-1";"0600-0659";"17.00";"0617";"0844";"13.00";"0849";"0857";"8.00";"8.00";"0.00";"0";"0800-0859";"0.00";"";"0.00";"166.00";"177.00";"147.00";"1.00";"859.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1600";"";"";"";"";"DL";"19790";"DL";"N658DL";"1600";"12451";"1245102";"31136";"JAX";"Jacksonville, FL";"FL";"12";"Florida";"33";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0700";"0654";"-6.00";"0.00";"0.00";"-1";"0700-0759";"13.00";"0707";"0753";"4.00";"0817";"0757";"-20.00";"0.00";"0.00";"-2";"0800-0859";"0.00";"";"0.00";"77.00";"63.00";"46.00";"1.00";"270.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1601";"";"";"";"";"DL";"19790";"DL";"N392DA";"1601";"10721";"1072102";"30721";"BOS";"Boston, MA";"MA";"25";"Massachusetts";"13";"14635";"1463502";"31714";"RSW";"Fort Myers, FL";"FL";"12";"Florida";"33";"1516";"1513";"-3.00";"0.00";"0.00";"-1";"1500-1559";"15.00";"1528";"1848";"5.00";"1857";"1853";"-4.00";"0.00";"0.00";"-1";"1800-1859";"0.00";"";"0.00";"221.00";"220.00";"200.00";"1.00";"1249.00";"5";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1601";"";"";"";"";"DL";"19790";"DL";"N392DA";"1601";"14635";"1463502";"31714";"RSW";"Fort Myers, FL";"FL";"12";"Florida";"33";"10721";"1072102";"30721";"BOS";"Boston, MA";"MA";"25";"Massachusetts";"13";"1959";"1954";"-5.00";"0.00";"0.00";"-1";"1900-1959";"13.00";"2007";"2231";"5.00";"2305";"2236";"-29.00";"0.00";"0.00";"-2";"2300-2359";"0.00";"";"0.00";"186.00";"162.00";"144.00";"1.00";"1249.00";"5";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1602";"";"";"";"";"DL";"19790";"DL";"N918DU";"1602";"14747";"1474703";"30559";"SEA";"Seattle, WA";"WA";"53";"Washington";"93";"11433";"1143302";"31295";"DTW";"Detroit, MI";"MI";"26";"Michigan";"43";"2300";"2324";"24.00";"24.00";"1.00";"1";"2300-2359";"18.00";"2342";"0601";"9.00";"0614";"0610";"-4.00";"0.00";"0.00";"-1";"0600-0659";"0.00";"";"0.00";"254.00";"226.00";"199.00";"1.00";"1927.00";"8";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1603";"";"";"";"";"DL";"19790";"DL";"N927AT";"1603";"13230";"1323002";"32070";"MDT";"Harrisburg, PA";"PA";"42";"Pennsylvania";"23";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0605";"0602";"-3.00";"0.00";"0.00";"-1";"0600-0659";"53.00";"0655";"0846";"5.00";"0808";"0851";"43.00";"43.00";"1.00";"2";"0800-0859";"0.00";"";"0.00";"123.00";"169.00";"111.00";"1.00";"620.00";"3";"0.00";"0.00";"43.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1604";"";"";"";"";"DL";"19790";"DL";"N305DN";"1604";"13303";"1330303";"32467";"MIA";"Miami, FL";"FL";"12";"Florida";"33";"10721";"1072102";"30721";"BOS";"Boston, MA";"MA";"25";"Massachusetts";"13";"2028";"2030";"2.00";"2.00";"0.00";"0";"2000-2059";"15.00";"2045";"2313";"4.00";"2350";"2317";"-33.00";"0.00";"0.00";"-2";"2300-2359";"0.00";"";"0.00";"202.00";"167.00";"148.00";"1.00";"1258.00";"6";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1605";"";"";"";"";"DL";"19790";"DL";"N998AT";"1605";"11433";"1143302";"31295";"DTW";"Detroit, MI";"MI";"26";"Michigan";"43";"10693";"1069302";"30693";"BNA";"Nashville, TN";"TN";"47";"Tennessee";"54";"2120";"";"";"";"";"";"2100-2159";"";"";"";"";"2216";"";"";"";"";"";"2200-2259";"1.00";"B";"0.00";"116.00";"";"";"1.00";"456.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1606";"";"";"";"";"DL";"19790";"DL";"N371DN";"1606";"14122";"1412202";"30198";"PIT";"Pittsburgh, PA";"PA";"42";"Pennsylvania";"23";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"1646";"1641";"-5.00";"0.00";"0.00";"-1";"1600-1659";"7.00";"1648";"1815";"6.00";"1845";"1821";"-24.00";"0.00";"0.00";"-2";"1800-1859";"0.00";"";"0.00";"119.00";"100.00";"87.00";"1.00";"526.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1607";"";"";"";"";"DL";"19790";"DL";"N171DN";"1607";"13204";"1320402";"31454";"MCO";"Orlando, FL";"FL";"12";"Florida";"33";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"1840";"1838";"-2.00";"0.00";"0.00";"-1";"1800-1859";"19.00";"1857";"1958";"9.00";"2015";"2007";"-8.00";"0.00";"0.00";"-1";"2000-2059";"0.00";"";"0.00";"95.00";"89.00";"61.00";"1.00";"404.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1608";"";"";"";"";"DL";"19790";"DL";"N331NB";"1608";"14869";"1486903";"34614";"SLC";"Salt Lake City, UT";"UT";"49";"Utah";"87";"12954";"1295407";"32575";"LGB";"Long Beach, CA";"CA";"06";"California";"91";"2045";"2039";"-6.00";"0.00";"0.00";"-1";"2000-2059";"15.00";"2054";"2120";"4.00";"2145";"2124";"-21.00";"0.00";"0.00";"-2";"2100-2159";"0.00";"";"0.00";"120.00";"105.00";"86.00";"1.00";"588.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1610";"";"";"";"";"DL";"19790";"DL";"N853DN";"1610";"14869";"1486903";"34614";"SLC";"Salt Lake City, UT";"UT";"49";"Utah";"87";"12889";"1288903";"32211";"LAS";"Las Vegas, NV";"NV";"32";"Nevada";"85";"0805";"0804";"-1.00";"0.00";"0.00";"-1";"0800-0859";"18.00";"0822";"0818";"5.00";"0842";"0823";"-19.00";"0.00";"0.00";"-2";"0800-0859";"0.00";"";"0.00";"97.00";"79.00";"56.00";"1.00";"368.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1611";"";"";"";"";"DL";"19790";"DL";"N991AT";"1611";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"11057";"1105703";"31057";"CLT";"Charlotte, NC";"NC";"37";"North Carolina";"36";"1223";"1219";"-4.00";"0.00";"0.00";"-1";"1200-1259";"15.00";"1234";"1316";"5.00";"1332";"1321";"-11.00";"0.00";"0.00";"-1";"1300-1359";"0.00";"";"0.00";"69.00";"62.00";"42.00";"1.00";"226.00";"1";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1611";"";"";"";"";"DL";"19790";"DL";"N991AT";"1611";"11057";"1105703";"31057";"CLT";"Charlotte, NC";"NC";"37";"North Carolina";"36";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"1427";"1424";"-3.00";"0.00";"0.00";"-1";"1400-1459";"14.00";"1438";"1527";"8.00";"1544";"1535";"-9.00";"0.00";"0.00";"-1";"1500-1559";"0.00";"";"0.00";"77.00";"71.00";"49.00";"1.00";"226.00";"1";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1612";"";"";"";"";"DL";"19790";"DL";"N926AT";"1612";"10868";"1086803";"30868";"CAE";"Columbia, SC";"SC";"45";"South Carolina";"37";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0531";"0525";"-6.00";"0.00";"0.00";"-1";"0001-0559";"11.00";"0536";"0615";"6.00";"0640";"0621";"-19.00";"0.00";"0.00";"-2";"0600-0659";"0.00";"";"0.00";"69.00";"56.00";"39.00";"1.00";"192.00";"1";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1613";"";"";"";"";"DL";"19790";"DL";"N805DN";"1613";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"11618";"1161802";"31703";"EWR";"Newark, NJ";"NJ";"34";"New Jersey";"21";"1852";"1853";"1.00";"1.00";"0.00";"0";"1800-1859";"11.00";"1904";"2037";"4.00";"2056";"2041";"-15.00";"0.00";"0.00";"-1";"2000-2059";"0.00";"";"0.00";"124.00";"108.00";"93.00";"1.00";"746.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1614";"";"";"";"";"DL";"19790";"DL";"N981AT";"1614";"11618";"1161802";"31703";"EWR";"Newark, NJ";"NJ";"34";"New Jersey";"21";"13487";"1348702";"31650";"MSP";"Minneapolis, MN";"MN";"27";"Minnesota";"63";"1525";"1522";"-3.00";"0.00";"0.00";"-1";"1500-1559";"14.00";"1536";"1705";"5.00";"1728";"1710";"-18.00";"0.00";"0.00";"-2";"1700-1759";"0.00";"";"0.00";"183.00";"168.00";"149.00";"1.00";"1008.00";"5";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1615";"";"";"";"";"DL";"19790";"DL";"N6707A";"1615";"14492";"1449202";"34492";"RDU";"Raleigh/Durham, NC";"NC";"37";"North Carolina";"36";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0900";"0858";"-2.00";"0.00";"0.00";"-1";"0900-0959";"13.00";"0911";"1012";"6.00";"1030";"1018";"-12.00";"0.00";"0.00";"-1";"1000-1059";"0.00";"";"0.00";"90.00";"80.00";"61.00";"1.00";"356.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1616";"";"";"";"";"DL";"19790";"DL";"N360DN";"1616";"10792";"1079206";"30792";"BUF";"Buffalo, NY";"NY";"36";"New York";"22";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0625";"0625";"0.00";"0.00";"0.00";"0";"0600-0659";"41.00";"0706";"0858";"10.00";"0847";"0908";"21.00";"21.00";"1.00";"1";"0800-0859";"0.00";"";"0.00";"142.00";"163.00";"112.00";"1.00";"712.00";"3";"0.00";"0.00";"21.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1617";"";"";"";"";"DL";"19790";"DL";"N179DN";"1617";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"11193";"1119302";"33105";"CVG";"Cincinnati, OH";"KY";"21";"Kentucky";"52";"2055";"2053";"-2.00";"0.00";"0.00";"-1";"2000-2059";"15.00";"2108";"2204";"7.00";"2220";"2211";"-9.00";"0.00";"0.00";"-1";"2200-2259";"0.00";"";"0.00";"85.00";"78.00";"56.00";"1.00";"373.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1618";"";"";"";"";"DL";"19790";"DL";"N320US";"1618";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"15096";"1509602";"35096";"SYR";"Syracuse, NY";"NY";"36";"New York";"22";"2146";"2143";"-3.00";"0.00";"0.00";"-1";"2100-2159";"11.00";"2154";"2335";"5.00";"2355";"2340";"-15.00";"0.00";"0.00";"-1";"2300-2359";"0.00";"";"0.00";"129.00";"117.00";"101.00";"1.00";"794.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1619";"";"";"";"";"DL";"19790";"DL";"N365NW";"1619";"13487";"1348702";"31650";"MSP";"Minneapolis, MN";"MN";"27";"Minnesota";"63";"11278";"1127805";"30852";"DCA";"Washington, DC";"VA";"51";"Virginia";"38";"1830";"1827";"-3.00";"0.00";"0.00";"-1";"1800-1859";"13.00";"1840";"2135";"3.00";"2201";"2138";"-23.00";"0.00";"0.00";"-2";"2200-2259";"0.00";"";"0.00";"151.00";"131.00";"115.00";"1.00";"931.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1620";"";"";"";"";"DL";"19790";"DL";"N685DA";"1620";"13204";"1320402";"31454";"MCO";"Orlando, FL";"FL";"12";"Florida";"33";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"1000";"1024";"24.00";"24.00";"1.00";"1";"1000-1059";"19.00";"1043";"1141";"3.00";"1131";"1144";"13.00";"13.00";"0.00";"0";"1100-1159";"0.00";"";"0.00";"91.00";"80.00";"58.00";"1.00";"404.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1621";"";"";"";"";"DL";"19790";"DL";"N3731T";"1621";"14100";"1410005";"34100";"PHL";"Philadelphia, PA";"PA";"42";"Pennsylvania";"23";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"1559";"1605";"6.00";"6.00";"0.00";"0";"1500-1559";"9.00";"1614";"1810";"8.00";"1814";"1818";"4.00";"4.00";"0.00";"0";"1800-1859";"0.00";"";"0.00";"135.00";"133.00";"116.00";"1.00";"666.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1622";"";"";"";"";"DL";"19790";"DL";"N172DN";"1622";"11193";"1119302";"33105";"CVG";"Cincinnati, OH";"KY";"21";"Kentucky";"52";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"0830";"0823";"-7.00";"0.00";"0.00";"-1";"0800-0859";"15.00";"0838";"0948";"6.00";"1012";"0954";"-18.00";"0.00";"0.00";"-2";"1000-1059";"0.00";"";"0.00";"102.00";"91.00";"70.00";"1.00";"373.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
"2022";"1";"1";"6";"4";"2022-01-06";"DL";"DL";"19790";"DL";"1623";"";"";"";"";"DL";"19790";"DL";"N843DN";"1623";"10397";"1039707";"30397";"ATL";"Atlanta, GA";"GA";"13";"Georgia";"34";"11618";"1161802";"31703";"EWR";"Newark, NJ";"NJ";"34";"New Jersey";"21";"1517";"1522";"5.00";"5.00";"0.00";"0";"1500-1559";"12.00";"1534";"1706";"6.00";"1721";"1712";"-9.00";"0.00";"0.00";"-1";"1700-1759";"0.00";"";"0.00";"124.00";"110.00";"92.00";"1.00";"746.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N"
